team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
ARI,2010,ARI,ARI,Team Level,other,82,0.48,0.43,0.42,10353,137.32,25.5,8.67,24.89,4.37,73.98,57.59,24.86,25.5,24.86,133,62,65,260,25,4,0,29,3,66,68,108,170,14,28,144,53,32,29,119,45,31,4.15,5.27,16.08,2,5,18,260,195,195,13,2.43,0.85,0.74,27.19,27.19,26.52,190.43,27.27,14.33,36.67,6.67,110.01,69.05,25.6,27.27,25.6,190,74,79,343,26,8,2,27,11,107,85,164,238,12,24,156,43,28,35,157,76,31,5.78,9.13,12.36,9,9,8,343,264,264,19,4.22,1.67,2.13,29.35,29.35,27.6
ARI,2010,ARI,ARI,Team Level,all,82,0.48,0.49,0.48,299729,2494.72,216.64,170.38,552.16,79.88,1425.36,1073.58,211.37,217.03,211.77,2486,1032,1140,4658,226,146,36,557,67,1137,1385,2260,3292,356,781,2551,1881,472,542,2694,672,152,80.98,78.88,56.78,71,87,68,4666.49,3518,3527.15,266,37.22,29.03,29.26,224.59,224.9,221.12,2697.56,234.78,190.06,601.88,88.52,1529.1,1126.67,225.11,234.66,225.08,2673,1098,1056,4827,220,179,43,641,84,1298,1350,2453,3551,345,806,2406,1844,488,488,2863,715,193,83.4,86.73,64.64,70,78,72,4827.47,3771,3768.59,224,42.37,36.82,37.77,239.37,239.29,232.44
ARI,2010,ARI,ARI,Team Level,5on5,82,0.49,0.5,0.49,235953,1957.05,146.23,127.94,451.68,62.75,1108.53,852.87,143.42,146.63,143.81,1945,805,900,3650,156,116,27,458,50,859,1111,1789,2594,294,653,1922,1677,376,417,2162,515,73,65.95,60.8,19.47,59,68,29,3658.49,2750,2759.14,220,26.21,19.88,20.08,152.35,152.66,150.88,2012.97,154.01,133.71,465.14,65.23,1126.52,862.4,149.96,153.89,149.93,1973,834,800,3607,132,130,27,496,60,928,1062,1841,2675,291,684,1732,1656,373,380,2194,517,96,65.59,62.98,25.44,49,56,27,3607.47,2807,2804.59,181,27.51,24.95,25.28,156.24,156.16,154.05
ARI,2010,ARI,ARI,Team Level,4on5,82,0.07,0.1,0.1,26009,46.86,3.67,2.04,5.94,1.3,13.43,42.62,3.66,3.67,3.66,50,19,17,86,5,0,0,6,1,16,41,45,64,19,41,235,91,50,30,52,14,3,1.36,1.6,0.71,2,3,0,86,69,69,28,0.47,0,0.12,4.02,4.02,4.01,437.33,48.26,39.5,92.46,14.96,276.45,147.37,44.51,48.26,44.51,442,177,163,782,56,37,12,105,12,240,169,386,563,28,59,270,39,15,52,447,114,58,10.49,13.52,24.25,10,13,33,782,619,619,5,10.06,9.39,9.54,48.77,48.77,45.8
ARI,2010,ARI,ARI,Team Level,5on4,82,0.89,0.87,0.86,27414,353.49,41.25,31.72,69.66,11.46,229.42,120.5,39.43,41.25,39.43,358,146,158,662,40,26,9,64,13,196,165,318,464,29,59,250,60,14,66,361,98,45,9.51,11.21,20.52,8,11,21,662,504,504,5,8.11,8.3,8.32,41.03,41.03,39.72,56.83,5.23,2.52,7.61,1.67,16.11,47.85,5.04,5.23,5.04,68,13,14,95,6,4,2,13,1,23,34,62,75,14,39,248,106,72,21,65,8,8,1.54,1.1,2.59,2,0,4,95,81,81,19,0.58,0.82,0.82,5,5,4.99
MTL,2010,MTL,MTL,Team Level,other,82,0.45,0.44,0.44,10813,136.59,23.49,9.56,26.65,4.59,71.73,52.98,22.12,23.49,22.12,135,54,63,252,23,11,7,23,2,59,71,112,166,15,30,151,35,16,28,115,39,35,3.94,5.15,14.4,6,5,12,252,189,189,21,2.73,3.18,3.65,22.57,22.57,21.65,176.06,29.05,12.64,33.24,5.84,96.54,67.7,27.5,29.05,27.5,182,63,81,326,27,11,4,32,10,93,72,155,218,13,26,148,29,29,23,145,62,38,4.62,7.53,16.9,3,7,17,326,245,245,13,3.68,3.91,4.04,28.69,28.69,27.57
MTL,2010,MTL,MTL,Team Level,all,82,0.49,0.51,0.51,298439,2603.36,224.34,175.96,587.88,83.59,1432.16,1110.09,215.67,224.93,216.32,2602,1012,1235,4849,213,157,34,561,82,1142,1459,2389,3401,405,939,2309,1658,519,738,2781,630,203,76.25,77.09,71,79,67,67,4865.49,3614,3630.08,594,38.89,35.49,37.04,226.19,226.84,221.75,2510.81,229.46,176.8,569.84,80.57,1376.54,1030.77,221.19,229.89,221.5,2538,926,1272,4736,206,177,43,595,74,1085,1327,2332,3258,380,914,2403,1858,533,672,2548,701,215,71.32,84.97,73.16,58,66,82,4719.41,3464,3452.99,474,39.64,37.6,38.62,230.47,230.57,226.07
MTL,2010,MTL,MTL,Team Level,5on5,82,0.5,0.52,0.52,230487,1994.07,148.85,128.32,471.63,64.21,1098.08,849.9,144.33,149.44,144.98,1982,779,980,3741,135,114,19,452,64,849,1147,1847,2626,333,758,1665,1505,382,592,2164,496,101,61.14,60.21,27.51,62,50,23,3757.49,2761,2777.08,484,26.44,22.48,23.53,151.78,152.42,149.99,1847.84,148.08,122.16,439.64,59.01,1003.02,773.09,143.4,148.5,143.71,1870,675,966,3511,136,119,33,480,52,758,1000,1734,2409,316,736,1731,1685,398,538,1921,504,120,55.04,60.69,32.35,50,48,38,3494.41,2545,2533.99,400,25.27,23.87,24.41,148.94,149.04,147
MTL,2010,MTL,MTL,Team Level,4on5,82,0.12,0.16,0.18,30647,87.32,6.46,3.56,10.62,2.59,24.25,83.51,6.43,6.46,6.43,96,35,14,145,5,2,0,6,5,24,89,91,126,21,48,265,84,75,79,99,25,7,1.84,2.94,1.68,1,3,1,145,131,131,78,0.84,0.26,0.3,7,7,6.98,419.77,46.22,38.75,87.57,13.73,257.68,137.04,44.32,46.22,44.32,412,169,196,777,39,43,6,77,11,216,195,373,542,29,77,282,46,52,59,415,115,51,9.87,14.11,22.25,4,8,27,777,581,581,11,9.93,8.85,9.21,46.94,46.94,45.63
MTL,2010,MTL,MTL,Team Level,5on4,82,0.88,0.85,0.85,26492,385.38,45.53,34.52,78.97,12.18,238.09,123.71,42.78,45.53,42.78,389,144,178,711,50,30,8,80,11,210,152,339,483,36,103,228,34,46,39,403,70,60,9.33,8.79,27.41,10,9,31,711,533,533,11,8.88,9.56,9.56,44.84,44.84,43.11,67.14,6.11,3.26,9.4,1.99,19.31,52.94,5.98,6.11,5.98,74,19,29,122,4,4,0,6,1,18,60,70,89,22,75,242,98,54,52,67,20,6,1.78,2.65,1.68,1,3,0,122,93,93,50,0.76,0.96,0.96,5.9,5.9,5.86
COL,2010,COL,COL,Team Level,other,82,0.44,0.49,0.49,10935,155.04,24.58,11.8,29.84,5.52,89.21,55.05,22.9,24.58,22.9,148,68,64,280,29,16,7,25,4,65,77,119,187,16,35,138,36,29,27,124,64,28,4.56,7.98,12.04,5,7,17,280,216,216,8,3.36,5.21,6.26,21.69,21.69,21,162.4,31.7,11.33,30.04,5.34,87.2,61.38,30.31,31.7,30.31,159,68,63,290,38,14,6,28,2,68,77,121,189,14,31,148,39,31,17,126,60,41,4.66,7.92,19.12,2,13,23,290,227,227,7,3.2,5.19,5.19,29.72,29.72,28.7
COL,2010,COL,COL,Team Level,all,82,0.47,0.47,0.47,299429,2341.63,219.65,167.06,527.06,76.85,1283.93,970.45,209.75,218.37,208.54,2394,851,1009,4254,221,230,50,526,74,924,1270,2173,3024,392,961,2436,1726,684,574,2432,593,220,73.46,73.23,72.97,69,71,81,4192.91,3245,3206.09,312,37.09,52.29,54.09,202.64,201.53,196.81,2596.65,242.96,182.71,580.9,84.39,1476.59,1072.44,235.31,245.16,237.45,2609,1031,1176,4816,287,199,53,617,83,1159,1295,2322,3353,348,873,2375,1703,715,527,2769,655,216,80.27,79.3,83.39,78,106,103,4888.85,3640,3694.36,264,40.24,47.18,48.4,234.8,236.63,232.05
COL,2010,COL,COL,Team Level,5on5,82,0.5,0.47,0.48,234913,1804.31,148.51,122.97,421.3,58.41,988.04,753.77,144.08,147.22,142.87,1836,657,795,3288,147,165,32,422,49,712,998,1689,2346,331,825,1828,1556,554,456,1923,438,132,58.93,53.72,35.86,55,53,39,3226.91,2493,2454.09,269,25.45,34.2,34.99,138.96,137.84,135.98,1961.56,147.95,130.96,459.36,63.77,1112.82,835.14,144.1,150.15,146.24,1983,767,912,3662,173,139,30,499,67,865,1007,1810,2577,295,761,1740,1535,572,416,2178,469,103,63.25,56.04,28.66,66,77,30,3734.85,2750,2804.36,226,26.79,27.34,28.8,145.93,147.76,146
COL,2010,COL,COL,Team Level,4on5,82,0.11,0.13,0.14,28425,69.2,6.81,3.41,9.19,1.97,19.07,56.55,6.41,6.81,6.41,78,19,16,113,7,6,0,9,3,16,56,71,90,22,52,222,96,74,32,70,20,7,1.78,2.78,2.26,2,3,2,113,97,97,30,0.78,1.48,1.48,6.11,6.11,6.08,423.99,57.8,38.07,84.59,13.83,262.44,137.27,55.48,57.8,55.48,410,184,185,779,67,42,16,82,13,214,176,343,527,23,46,287,44,31,70,418,110,66,10.88,13.22,33.7,7,13,47,779,594,594,9,9.7,13.81,13.57,53.94,53.94,52.14
COL,2010,COL,COL,Team Level,5on4,82,0.88,0.87,0.86,25156,313.08,39.74,28.88,66.74,10.95,187.62,105.08,36.36,39.74,36.36,332,107,134,573,38,43,11,70,18,131,139,294,401,23,49,248,38,27,59,315,71,53,8.19,8.75,22.81,7,8,23,573,439,439,5,7.49,11.39,11.35,35.88,35.88,33.75,48.71,5.5,2.35,6.91,1.45,14.13,38.65,5.42,5.5,5.42,57,12,16,85,9,4,1,8,1,12,35,48,60,16,35,200,85,81,24,47,16,6,1.48,2.12,1.91,3,3,3,85,69,69,22,0.55,0.84,0.84,5.21,5.21,5.2
ANA,2010,ANA,ANA,Team Level,other,82,0.49,0.48,0.48,9610,152.36,25.7,10.86,28.78,5.42,83.52,55.71,24.11,25.7,24.11,148,62,59,269,34,12,5,23,7,70,64,114,176,12,27,152,41,23,29,120,54,36,4.06,6.89,14.75,8,10,16,269,210,210,13,3.15,3.73,3.73,25.12,25.12,24.41,165.53,26.47,13.07,31.87,6.45,89.67,59.47,24.78,26.47,24.78,152,75,65,292,22,16,6,29,5,72,83,130,205,16,31,150,47,30,25,126,70,31,4.55,8.71,13.22,2,7,13,292,227,227,10,3.69,4.49,4.58,25.58,25.58,24.48
ANA,2010,ANA,ANA,Team Level,all,82,0.46,0.45,0.46,299563,2300.95,203.31,165.46,504.51,74.41,1318.31,953.01,196.77,203.95,197.44,2334,885,874,4093,235,135,36,536,60,1068,1186,2099,2984,402,1036,2206,1936,446,628,2428,628,163,72.62,75.11,55.58,81,85,69,4097.14,3219,3225.19,285,36.74,26.4,26.82,213.23,213.73,209.47,2701.08,240.39,191.57,597.41,90.04,1537.17,1137.41,231.22,240.2,231.1,2649,1145,1248,5042,233,219,51,537,68,1244,1494,2416,3561,386,996,2421,1797,528,742,2870,730,194,87.31,87.41,65.66,70,86,77,5037.95,3794,3789.29,356,42.19,45.39,46.56,236.01,235.94,230.48
ANA,2010,ANA,ANA,Team Level,5on5,82,0.45,0.44,0.45,235737,1692.39,127.83,114.06,387.25,54.31,956.57,720.99,125.22,128.47,125.88,1706,655,666,3027,136,83,22,409,38,757,939,1570,2225,347,916,1597,1747,365,495,1849,427,85,55.58,50.93,21.33,55,57,24,3031.14,2361,2367.19,237,23.42,13.83,14.84,136.4,136.9,135.28,2046.72,158.73,137.28,470.71,67.26,1155.39,882.63,153.73,158.55,153.62,2003,869,923,3795,154,161,32,422,55,905,1176,1849,2718,326,876,1746,1613,418,596,2253,518,101,69.25,61.03,28.45,60,61,33,3790.95,2872,2867.29,314,28.14,29.9,31.11,155.76,155.69,153.44
ANA,2010,ANA,ANA,Team Level,4on5,82,0.08,0.07,0.09,28472,41.02,4.39,1.95,5.56,1.31,10.72,39.06,4.29,4.39,4.29,53,10,4,67,6,3,1,7,1,10,36,47,57,20,41,214,110,39,30,46,10,7,1.2,1.25,1.94,1,3,2,67,63,63,27,0.45,0.9,0.9,3.94,3.94,3.93,432.54,49.66,38.47,88.08,14.67,276.26,147.85,47.33,49.66,47.33,439,176,245,860,52,39,13,77,6,257,184,387,563,21,43,277,44,13,92,434,127,54,12.23,15.6,21.82,6,16,30,860,615,615,8,9.71,10.1,9.97,49.4,49.4,47.31
ANA,2010,ANA,ANA,Team Level,5on4,82,0.89,0.88,0.88,25744,415.19,45.39,38.59,82.93,13.37,267.48,137.25,43.15,45.39,43.15,427,158,145,730,59,37,8,97,14,231,147,368,526,23,52,243,38,19,74,413,137,35,11.78,16.04,17.57,17,15,27,730,585,585,8,9.71,7.93,7.34,47.76,47.76,45.84,56.29,5.52,2.74,6.76,1.68,15.84,47.46,5.38,5.52,5.38,55,25,15,95,5,3,0,9,2,10,51,50,75,23,46,248,93,67,29,57,15,8,1.27,2.07,2.18,2,2,1,95,80,80,24,0.64,0.9,0.9,5.26,5.26,5.25
S.J,2010,S.J,S.J,Team Level,other,82,0.57,0.55,0.53,9846,164.59,29.41,11.7,30.78,5.53,90.82,59.76,28.5,29.41,28.5,163,65,85,313,28,11,4,29,3,85,72,135,200,11,22,158,42,26,33,145,45,38,4.65,5.67,19.09,6,2,20,313,228,228,10,3.46,4.3,4.71,28.15,28.15,27.38,145.83,21.92,9.92,28.63,4.88,79.15,55.51,20.02,21.92,20.02,137,63,61,261,21,11,4,36,7,49,76,116,179,12,24,127,45,23,30,131,44,25,4.6,5.3,12.03,7,2,12,261,200,200,9,2.83,4.76,4.92,19.83,19.83,19.4
S.J,2010,S.J,S.J,Team Level,all,82,0.56,0.54,0.55,299927,2820.64,258.69,199.17,645.6,92.35,1584.92,1146.27,248.04,259.79,249.09,2832,1095,1323,5250,243,258,52,682,87,1257,1400,2589,3684,351,871,2582,1801,680,822,3008,651,268,86.77,81.09,90.83,85,65,93,5299.72,3927,3961.15,348,44.44,57.05,58.67,244.46,245.4,239.26,2348.29,199.77,161.05,537.55,76.63,1314.1,989.91,192.25,199.94,192.4,2369,910,1141,4420,208,170,42,598,69,973,1261,2161,3071,357,882,2224,1976,577,779,2562,534,183,70.89,65.15,63.72,88,45,75,4392.95,3279,3268.14,377,35.59,34.63,35.36,200,200.03,196.37
S.J,2010,S.J,S.J,Team Level,5on5,82,0.57,0.54,0.54,239978,2095.47,167.58,138.28,500.95,68.15,1162.79,874.24,161.25,168.68,162.31,2088,824,990,3902,153,186,39,533,65,897,1078,1935,2759,298,742,1834,1677,557,656,2286,474,152,66.38,58.66,42.54,63,50,40,3951.72,2912,2946.15,309,28.41,39.97,40.96,155.03,155.98,153.19,1786.72,128.3,115.55,426.26,58.1,993.59,769.2,124.9,128.47,125.06,1813,678,893,3384,130,126,33,461,45,732,997,1683,2361,302,752,1651,1812,474,615,2007,386,98,54.64,46.95,26.7,67,33,30,3356.95,2491,2480.14,319,23.68,23.27,23.84,128.14,128.17,126.76
S.J,2010,S.J,S.J,Team Level,4on5,82,0.12,0.12,0.14,24577,59.3,6.16,2.74,7.78,1.75,17.67,43.91,6.14,6.16,6.14,61,19,15,95,4,3,0,7,3,15,48,57,76,16,46,271,62,72,26,58,15,7,1.72,2.04,2.4,2,1,1,95,80,80,22,0.65,1.02,1.02,5.79,5.79,5.78,359.77,43.4,32.76,75.02,11.97,225.95,120.91,41.27,43.4,41.27,365,145,170,680,50,30,4,91,17,179,143,315,460,16,43,223,45,22,94,371,89,50,10.28,10.83,22.29,14,6,30,680,510,510,13,8.42,5.92,5.92,45.9,45.9,44.1
S.J,2010,S.J,S.J,Team Level,5on4,82,0.9,0.91,0.9,25526,501.27,55.54,46.46,106.09,16.91,313.64,168.35,52.14,55.54,52.14,520,187,233,940,58,58,9,113,16,260,202,462,649,26,61,319,20,25,107,519,117,71,14.03,14.72,26.8,14,12,32,940,707,707,7,11.93,11.77,11.98,55.5,55.5,52.89,55.97,6.16,2.81,7.63,1.68,15.42,44.28,6.06,6.16,6.06,54,24,17,95,7,3,1,10,0,13,45,47,71,27,63,223,74,58,40,53,15,10,1.38,2.07,2.7,0,4,3,95,78,78,36,0.66,0.68,0.68,6.13,6.13,6.12
T.B,2010,T.B,T.B,Team Level,other,82,0.53,0.48,0.48,10407,169.07,31.28,11.34,32.82,5.7,89.66,62.22,29.77,31.28,29.77,173,60,80,313,33,13,7,27,2,78,80,140,200,13,26,177,43,28,37,138,54,41,4.63,6.95,19.69,4,6,23,313,233,233,18,3.31,4.67,4.67,29.92,29.92,29.11,180.81,28.27,12.03,36.41,5.97,94.2,73.12,27.24,28.27,27.24,192,58,87,337,32,15,5,40,6,71,86,160,218,12,22,183,56,35,27,151,64,35,4.81,8.04,15.42,1,11,20,337,250,250,13,3.44,4.13,4.13,27.58,27.58,27
T.B,2010,T.B,T.B,Team Level,all,82,0.55,0.51,0.52,300793,2589.83,243.97,185.95,576.89,83.17,1455.58,1049.46,235.68,245.49,237.17,2606,989,1143,4738,241,173,57,549,70,1148,1414,2365,3354,361,801,2486,1647,573,673,2600,780,215,76.29,93.76,73.92,55,96,90,4778.37,3595,3618.44,383,41.42,37.84,39.22,246.17,247.36,242.05,2336.21,201.45,154.19,527.61,75.04,1300.57,1033.14,194.83,200.53,193.95,2354,938,1249,4541,234,138,42,561,64,1020,1275,2120,3058,392,861,2448,1852,569,662,2532,578,182,68,68.46,65,75,76,83,4508.34,3292,3276.14,363,34.31,33.58,34.03,201.73,200.94,197.09
T.B,2010,T.B,T.B,Team Level,5on5,82,0.56,0.52,0.53,231685,1947.76,159.06,132.39,452.57,62,1082.22,807.76,154.76,160.58,156.26,1958,738,874,3570,155,118,34,444,56,819,1104,1803,2541,283,629,1785,1492,441,481,2011,565,120,59.78,67.27,32,45,71,39,3610.37,2696,2719.44,318,27.4,23.31,24.5,161.95,163.15,160.68,1686.24,124.25,105.28,401.05,54.27,938.69,754.47,121.35,123.33,120.47,1701,677,933,3311,151,98,27,416,47,747,919,1550,2227,322,709,1697,1652,445,512,1892,393,93,51.31,46.14,26.81,62,54,35,3278.34,2378,2362.14,312,21.56,22.03,22.48,123.33,122.54,121.19
T.B,2010,T.B,T.B,Team Level,4on5,82,0.12,0.1,0.11,28591,50.66,5.52,2.76,6.67,1.39,15.29,36.37,5.45,5.52,5.45,53,15,10,78,1,2,0,10,2,11,42,52,67,20,43,249,57,72,37,42,19,7,1.31,2.44,1.76,1,0,0,78,68,68,35,0.64,0.1,0.29,5.86,5.86,5.82,370.54,40.2,32.4,76.59,11.97,238.92,129.92,37.84,40.2,37.84,363,167,201,731,38,20,7,88,10,182,192,325,492,24,49,275,48,24,82,393,91,46,9.32,10.68,20.2,7,7,24,731,530,530,1,8.26,6.09,6.09,42.36,42.36,40.49
T.B,2010,T.B,T.B,Team Level,5on4,82,0.85,0.83,0.82,30110,422.35,48.12,39.45,84.82,14.07,268.42,143.12,45.7,48.12,45.7,422,176,179,777,52,40,16,68,10,240,188,370,546,45,103,275,55,32,118,409,142,47,10.56,17.1,20.47,5,19,28,777,598,598,12,10.07,9.75,9.75,48.44,48.44,46.43,98.61,8.73,4.48,13.57,2.82,28.76,75.62,8.4,8.73,8.4,98,36,28,162,13,5,3,17,1,20,78,85,121,34,81,293,96,65,41,96,30,8,2.56,3.6,2.57,5,4,4,162,134,134,37,1.05,1.33,1.33,8.45,8.45,8.4
CHI,2010,CHI,CHI,Team Level,other,82,0.52,0.53,0.55,8521,140.1,24.21,9.65,25.72,4.75,74.24,54.42,23.37,24.21,23.37,143,50,55,248,22,5,1,33,8,63,62,121,171,6,12,114,19,24,26,118,47,28,3.68,5.72,14.81,0,9,13,248,193,193,15,2.73,1.74,2.42,24.52,24.52,24.2,112.84,22.37,7.27,20.43,3.69,61.39,43.85,21.62,22.37,21.62,114,45,58,217,25,4,2,17,7,60,46,89,134,9,18,104,45,25,18,97,33,29,3.69,4,14.68,6,5,14,217,159,159,9,2.04,1.85,2.15,22.26,22.26,21.65
CHI,2010,CHI,CHI,Team Level,all,82,0.51,0.52,0.53,300014,2572.06,225.23,176.76,574.89,82.42,1438.91,1066.79,219.29,227.65,221.66,2637,928,1163,4728,252,132,44,638,81,1136,1326,2385,3313,296,698,2414,1824,764,620,2733,653,179,79.75,78.07,67.41,73,94,85,4783.94,3565,3605.03,402,38.79,30.15,31.82,232.21,234.42,230.88,2298.94,213.95,158.46,516.34,75.04,1275.66,941.56,206.19,212.9,205.21,2354,827,1144,4325,220,141,43,531,64,989,1236,2134,2961,321,737,2337,2215,651,570,2374,610,197,70.32,72.93,70.69,64,76,80,4266.11,3181,3148.67,346,34.99,33.76,36.24,212.7,211.46,207.12
CHI,2010,CHI,CHI,Team Level,5on5,82,0.52,0.53,0.53,242523,2019.4,152.88,132.09,470,64.58,1127.17,855.27,149.63,155.29,151.99,2083,719,920,3722,168,102,32,525,66,893,1048,1915,2634,255,609,1827,1699,621,469,2201,503,98,65.07,59.7,28.11,61,70,37,3777.94,2802,2842.03,323,27.11,22.39,23.61,156.38,158.6,156.9,1776.3,141.24,117.66,415.2,57.53,981.27,737.11,137.63,140.19,136.65,1810,640,873,3323,145,104,29,426,44,737,994,1665,2305,280,647,1780,2025,544,456,1862,477,111,55.05,56.64,29.54,49,61,35,3264.11,2450,2417.67,293,24.33,21.25,22.66,142.91,141.68,139.76
CHI,2010,CHI,CHI,Team Level,4on5,82,0.1,0.11,0.13,23668,53.76,5.04,2.64,7.34,1.52,15.88,40.57,4.98,5.04,4.98,55,18,14,87,5,2,0,9,2,14,41,50,68,14,28,228,55,98,62,52,16,5,1.64,2.12,1.28,2,2,1,87,73,73,57,0.61,0.24,0.24,5.4,5.4,5.37,348.14,44.6,30.49,72.57,11.99,214.25,113.09,41.38,44.6,41.38,361,126,205,692,47,31,12,78,13,184,134,314,440,14,28,230,47,16,55,353,83,51,9.8,10.07,24.74,7,9,31,692,487,487,4,7.92,10.14,10.91,41.61,41.61,39.88
CHI,2010,CHI,CHI,Team Level,5on4,82,0.88,0.88,0.85,25302,358.8,43.1,32.37,71.84,11.56,221.61,116.53,41.32,43.1,41.32,356,141,174,671,57,23,11,71,5,166,175,299,440,21,49,245,51,21,63,362,87,48,9.36,10.53,23.21,10,13,34,671,497,497,7,8.35,5.77,5.55,45.9,45.9,44.4,61.67,5.73,3.04,8.14,1.83,18.75,47.51,5.55,5.73,5.55,69,16,8,93,3,2,0,10,0,8,62,66,82,18,44,223,98,66,41,62,17,6,1.79,2.22,1.73,2,1,0,93,85,85,40,0.7,0.52,0.52,5.9,5.9,5.83
CGY,2010,CGY,CGY,Team Level,other,82,0.51,0.49,0.5,9742,151.6,24.9,10.37,29.24,5.22,80.94,58.32,23.25,24.9,23.25,152,57,63,272,21,14,4,27,4,75,68,131,188,13,24,119,51,29,34,128,47,34,4.13,5.78,15,1,8,12,272,209,209,16,2.94,4.22,4.25,23.6,23.6,22.95,151.25,23.88,10.17,28.39,4.96,84.87,59.73,22.91,23.88,22.91,149,63,66,278,31,5,3,21,3,70,82,118,181,14,28,147,39,32,42,134,49,29,4.48,6.52,12.88,7,5,19,278,212,212,21,2.88,1.37,1.56,25.2,25.2,24.42
CGY,2010,CGY,CGY,Team Level,all,82,0.53,0.52,0.52,301123,2541.31,223.23,171.97,574.14,84.17,1424.15,1071.34,214.75,223.23,214.75,2502,1047,1193,4742,241,162,46,568,70,1145,1363,2261,3308,344,816,2350,1664,578,805,2692,646,211,75.38,77.36,70.48,73,85,83,4734.75,3549,3543.17,393,37.99,35.8,37.14,224.08,223.99,219.37,2333.11,198.47,154.06,533.69,75.41,1301.38,993.98,192.12,199.05,192.69,2338,919,1209,4466,230,138,38,483,60,1099,1247,2108,3027,371,860,2531,1599,685,760,2550,527,180,70.83,64.58,63.06,81,66,83,4470.62,3257,3268.38,461,34.19,31.17,33.06,199.6,200.1,196.75
CGY,2010,CGY,CGY,Team Level,5on5,82,0.53,0.52,0.53,234906,1916.71,146.27,122.41,451.35,62.98,1067.91,828.07,141.9,146.28,141.9,1895,784,921,3600,162,122,35,455,51,829,1060,1733,2517,290,709,1744,1491,458,626,2097,470,112,60.14,55.73,30.4,61,60,41,3592.76,2679,2673.17,328,25.11,25.53,27.05,144.33,144.25,142.25,1736.84,127.19,108.13,417.76,56.29,965.26,748.36,123.97,127.75,124.53,1742,681,938,3361,147,105,26,379,44,808,940,1595,2276,314,745,1838,1432,531,559,1968,356,99,55.25,43.32,28.63,64,45,38,3365.62,2423,2434.38,364,22.19,22.11,23.56,125.82,126.31,125.04
CGY,2010,CGY,CGY,Team Level,4on5,82,0.15,0.14,0.15,26985,66.17,6.99,3.22,9,2.15,19.63,49,6.94,6.99,6.94,59,31,20,110,7,1,0,6,1,17,58,52,83,17,37,209,80,66,44,56,27,7,1.61,3.51,1.87,1,4,2,110,90,90,42,0.75,0.31,0.31,7.42,7.42,7.38,364.46,40.69,32.25,76.29,11.92,228.28,121.58,38.59,40.69,38.59,366,145,180,691,45,27,9,73,12,198,156,321,466,26,57,271,53,30,93,363,103,45,9.1,12.19,19.4,7,12,26,691,511,511,13,8.3,7.27,7.3,41.69,41.69,40.41
