team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MTL,2016,MTL,MTL,Team Level,5on4,82,0.88,0.85,0.84,21733,263.65,30.43,22.53,55.3,8.41,164.34,87.99,29.39,30.43,29.39,245,124,116,485,40,17,2,31,18,130,133,205,329,14,30,176,39,17,38,281,46,42,6.86,5.38,18.19,10,8,22,485,369,369,5,5.74,4.68,4.68,31.48,31.48,30.65,47.69,4.08,2.36,5.95,1.35,13.36,41.9,4.05,4.08,4.05,57,12,19,88,6,2,1,3,1,11,46,51,63,3,6,185,87,62,78,53,10,6,1.2,1.27,1.62,1,3,2,88,69,69,72,0.55,0.47,0.47,4.16,4.16,4.16
MIN,2016,MIN,MIN,Team Level,other,82,0.59,0.5,0.5,9052,132.21,28.42,9,23.15,4,66.02,46.41,27.56,28.42,27.56,129,48,54,231,26,10,0,23,3,58,57,103,151,7,17,120,20,17,17,102,42,33,3.6,5.09,19.73,2,5,19,231,177,177,8,2.63,2.49,2.49,28.55,28.55,27.92,126.13,20.1,9.08,23.09,4.09,71.47,47.23,19.39,20.1,19.39,126,50,59,235,20,7,1,22,7,63,57,106,156,7,17,105,31,12,22,112,40,24,3.88,4.88,11.34,3,6,11,235,176,176,9,2.54,1.72,1.72,20.86,20.86,20.28
MIN,2016,MIN,MIN,Team Level,all,82,0.55,0.5,0.5,298043,2494.9,236.23,173.55,569.52,80.78,1376.61,1009.31,227.12,239.16,229.89,2528,918,1122,4568,263,218,49,561,101,1036,1268,2265,3183,265,593,2550,1284,523,500,2562,662,222,74.58,80.54,81.11,81,89,93,4630.73,3446,3488.28,312,38.27,49.4,50.45,224.05,226.35,221.89,2445.68,196.29,164.1,575.62,78.54,1399.96,1030.58,189.66,194.69,188.12,2465,981,1161,4607,206,166,34,592,94,1045,1343,2259,3240,277,629,2359,1594,474,563,2716,568,162,72.68,68.01,55.59,81,72,53,4546.18,3446,3406.74,335,35.8,33.58,34.16,197.86,196.33,192.55
MIN,2016,MIN,MIN,Team Level,5on5,82,0.55,0.49,0.5,246385,2008.89,167.16,132.58,473.68,64.58,1103.67,828.33,161.11,170.09,163.88,2033,737,880,3650,187,166,36,472,82,812,1052,1846,2583,236,532,2033,1213,436,425,2100,532,138,61.7,64.56,40.89,67,72,48,3712.73,2770,2812.28,284,27.45,37.63,38.35,156.26,158.55,156.09,1968.98,135.44,124.55,480.87,63.25,1126.92,848.98,132.1,133.85,130.55,1991,789,966,3746,148,121,24,496,78,821,1116,1843,2632,253,578,1885,1470,416,472,2271,417,92,60.3,49.68,25.46,70,55,23,3685.18,2780,2740.74,298,25.5,23,23.34,137.62,136.08,134.33
MIN,2016,MIN,MIN,Team Level,4on5,82,0.1,0.11,0.12,20087,41.61,4.24,2.02,5.79,1.19,12.17,31.59,4.21,4.24,4.21,46,11,13,70,5,2,1,5,0,11,34,41,52,5,10,175,29,54,19,38,14,5,1,1.85,1.38,2,1,2,70,57,57,17,0.46,0.5,0.5,4.2,4.2,4.19,313.13,37.36,28.73,66.68,10.09,191.15,103,34.87,37.36,34.87,305,132,124,561,35,35,9,71,8,153,135,270,402,7,14,197,25,10,43,293,103,41,7.58,12.37,17.41,6,11,18,561,437,437,4,7.35,7.98,8.23,36.48,36.48,35.03
MIN,2016,MIN,MIN,Team Level,5on4,82,0.91,0.9,0.89,22519,312.21,36.42,29.94,66.9,11.03,194.74,102.98,34.23,36.42,34.23,320,122,175,617,45,40,12,61,16,155,125,275,397,17,34,222,22,16,39,322,74,46,8.27,9.04,19.11,10,11,24,617,442,442,3,7.74,8.78,9.11,35.05,35.05,33.68,37.44,3.39,1.74,4.98,1.12,10.4,31.36,3.3,3.39,3.3,43,10,12,65,3,3,0,3,1,8,35,40,50,10,20,172,68,36,26,40,8,5,0.92,1.08,1.39,2,0,1,65,53,53,24,0.4,0.88,0.88,2.91,2.91,2.91
CAR,2016,CAR,CAR,Team Level,other,82,0.45,0.49,0.48,10769,123.88,22.77,8.12,23.72,3.94,66.98,46.46,21.22,22.77,21.22,131,41,60,232,18,8,0,27,6,64,49,113,154,8,16,103,33,31,36,112,32,28,4.46,3.73,14.58,5,4,9,232,172,172,10,2.35,2.65,2.83,22.29,22.29,20.95,132.5,27.91,9.31,22.86,4.2,70.1,50.63,25.94,27.91,25.94,129,56,55,240,26,10,5,15,6,62,66,103,159,4,8,108,35,40,24,101,49,35,4,5.89,18.03,8,6,12,240,185,185,8,2.71,3.62,3.62,26.99,26.99,26.25
CAR,2016,CAR,CAR,Team Level,all,82,0.53,0.52,0.52,299584,2541.16,249.34,171.9,593.16,82.08,1395.68,1022.85,238.51,249.57,238.82,2493,1022,1265,4780,212,223,42,590,87,1177,1226,2281,3303,212,450,2431,1611,842,786,2570,675,270,76.43,81.23,91.66,70,59,83,4777.05,3515,3516.63,367,37.74,51.65,52.38,234.7,235.06,228.93,2377.39,220.38,159.93,546.15,77.52,1317.78,978.24,212.47,221.69,213.68,2320,980,1062,4362,230,202,49,435,97,1027,1309,2090,3070,253,524,2150,1880,812,692,2437,666,197,71.74,81.35,67.3,70,94,66,4378.08,3300,3307.19,355,34.73,41.53,42.17,212.94,213.75,209.87
CAR,2016,CAR,CAR,Team Level,5on5,82,0.51,0.51,0.5,247693,2031.53,173.88,131.57,492.67,65.71,1112.15,830.03,167.17,174.12,167.48,1979,827,1027,3833,146,170,31,499,69,924,998,1833,2660,188,402,1920,1518,711,636,2114,523,169,63.36,63.45,47.07,59,48,39,3830.05,2806,2807.63,314,27.23,36.32,36.88,164.24,164.59,161.52,1989.63,164.41,128.62,471.83,64.68,1096.52,828.94,159.5,165.71,160.71,1946,809,882,3637,170,158,35,385,83,851,1108,1776,2585,233,484,1735,1746,698,577,2072,554,129,61.49,67.77,35.14,56,79,35,3653.08,2755,2762.19,319,26.5,30.55,31.35,159.55,160.37,157.82
CAR,2016,CAR,CAR,Team Level,4on5,82,0.25,0.18,0.2,19162,56.8,8.01,3,7.36,1.6,15.16,43.86,7.82,8.01,7.82,65,14,13,92,9,8,1,3,1,13,45,56,70,7,14,157,34,65,35,44,17,18,1.1,2.02,4.88,1,1,7,92,79,79,30,0.7,2.02,2.02,6.69,6.69,6.68,221.13,23.88,20.23,47.14,7.66,141.84,73.24,22.92,23.88,22.92,214,100,115,429,29,33,9,32,5,111,104,185,285,10,20,153,22,22,58,234,54,26,5.46,6.52,11.9,5,8,16,429,314,314,1,5.11,7.1,6.95,22.04,22.04,21.46
CAR,2016,CAR,CAR,Team Level,5on4,82,0.91,0.92,0.91,21960,328.94,44.67,29.2,69.4,10.83,201.39,102.5,42.31,44.67,42.31,318,140,165,623,39,37,10,61,11,176,134,279,419,9,18,251,26,35,79,300,103,55,7.52,12.04,25.13,5,6,28,623,458,458,13,7.46,10.66,10.66,41.48,41.48,39.78,34.13,4.19,1.78,4.32,0.98,9.31,25.42,4.1,4.19,4.1,31,15,10,56,5,1,0,3,3,3,31,26,41,6,12,154,77,52,33,30,9,7,0.79,1.17,2.23,1,1,3,56,46,46,27,0.41,0.25,0.25,4.35,4.35,4.34
NSH,2016,NSH,NSH,Team Level,other,82,0.53,0.48,0.49,12191,150.04,32.51,10.26,26.57,4.96,79.76,53.94,29.98,32.51,29.98,142,66,70,278,27,13,3,25,7,65,71,115,181,7,19,150,32,26,28,120,40,48,4.12,4.89,23.5,2,6,19,278,208,208,13,3.12,3.86,3.86,31.77,31.77,29.81,160.44,28.38,11.06,29.55,5.31,85.89,58.81,26.55,28.38,26.55,150,69,79,298,30,10,4,30,5,73,71,120,189,6,15,131,24,22,29,137,46,36,5.07,5.57,17.74,3,6,21,298,219,219,13,3.14,3.85,3.87,27.65,27.65,26.68
NSH,2016,NSH,NSH,Team Level,all,82,0.51,0.51,0.51,299145,2552.11,227.76,172.62,593.23,82.65,1424.89,1044.86,218.96,228.82,219.93,2558,988,1231,4777,238,170,28,596,112,1137,1293,2320,3308,312,755,2599,1660,556,698,2731,592,223,76.45,71.58,79.73,88,79,71,4787.72,3546,3553.11,398,37.94,36.51,37.22,228.48,229.2,223.74,2484.97,218.22,167.54,567.94,79.09,1394.14,1034.07,210.88,218.28,210.99,2473,988,1110,4571,220,158,35,635,78,1047,1323,2253,3241,326,791,2453,1719,531,689,2694,566,201,75.4,69.36,73.46,62,78,80,4563.74,3461,3460.53,400,36.89,34.06,34.52,220.58,220.82,216.53
NSH,2016,NSH,NSH,Team Level,5on5,82,0.51,0.51,0.51,240451,2026.63,152.06,131.75,492.55,65.93,1125.46,848.25,147.98,153.12,148.94,2038,778,986,3802,160,131,21,509,88,887,1041,1878,2656,277,671,2019,1567,447,542,2234,462,120,63.15,56.02,32.9,76,56,28,3812.72,2816,2823.11,338,27.13,25.18,25.89,153.31,154.03,151.7,1943.18,144.47,124.7,462.57,61.74,1089.76,824.77,140.66,144.53,140.77,1932,776,893,3601,142,113,25,519,62,816,1056,1790,2566,288,709,1918,1589,445,542,2165,434,109,60.66,53.56,30.25,49,64,29,3593.74,2708,2707.53,338,25.58,23.45,24.26,145.79,146.03,144.06
NSH,2016,NSH,NSH,Team Level,4on5,82,0.1,0.1,0.11,22358,43.42,4.51,2.05,5.53,1.25,12.23,34.42,4.47,4.51,4.47,47,13,6,66,10,1,0,3,3,8,35,37,50,9,21,199,38,60,43,39,14,7,0.95,1.63,1.92,3,3,4,66,60,60,39,0.47,0.2,0.2,4.79,4.79,4.75,332.81,40.63,29.43,69.68,10.6,204.97,107.68,38.97,40.63,38.97,336,127,129,592,43,33,6,80,9,147,151,293,420,20,43,218,30,15,73,342,71,50,8.41,8.51,23.72,10,5,28,592,463,463,6,7.62,6.57,6.21,42.04,42.04,40.71
NSH,2016,NSH,NSH,Team Level,5on4,82,0.89,0.89,0.87,24145,332.02,38.67,28.56,68.58,10.51,207.44,108.24,36.54,38.67,36.54,331,131,169,631,41,25,4,59,14,177,146,290,421,19,44,231,23,23,85,338,76,48,8.23,9.03,21.41,7,14,20,631,462,462,8,7.22,7.27,7.27,38.62,38.62,37.46,48.55,4.74,2.35,6.14,1.44,13.52,42.81,4.7,4.74,4.7,55,16,9,80,5,2,0,6,2,11,45,50,66,12,24,186,76,49,45,50,15,6,1.26,1.73,1.74,0,3,2,80,71,71,43,0.55,0.19,0.19,5.1,5.1,5.07
CHI,2016,CHI,CHI,Team Level,other,82,0.55,0.51,0.53,10136,148.42,33.69,10.3,24.21,4.95,81.42,54.49,32.23,33.69,32.23,153,57,54,264,39,11,7,28,9,55,68,114,171,7,14,106,10,21,24,122,42,46,4.55,4.95,24.2,8,4,27,264,210,210,12,2.78,4.94,5.53,30.87,30.87,29.87,138.31,27.27,9.88,25.09,4.73,70.79,49.24,24.53,27.27,24.53,143,44,62,249,25,18,3,20,6,56,62,118,162,8,16,121,34,23,23,96,52,39,3.31,6.62,17.34,7,8,10,249,187,187,14,2.88,6.29,6.68,23.46,23.46,22.24
CHI,2016,CHI,CHI,Team Level,all,82,0.49,0.5,0.49,298799,2412.72,225.13,168.35,541.13,77.87,1356.34,978.25,218.1,226.35,219.28,2509,839,1285,4633,240,167,37,584,89,1006,1262,2269,3108,240,526,2236,1178,601,776,2561,578,209,75.75,71.92,77.44,80,87,73,4658.63,3348,3367.17,543,36.7,38.87,41.38,220.37,221.4,217.61,2470.95,229.82,170.42,567.07,81.54,1369.24,1008.91,218.93,229.7,218.77,2575,852,1226,4653,212,219,46,495,94,1065,1342,2363,3215,263,582,2474,2157,616,709,2558,638,231,72.03,77.63,80.15,71,64,77,4625.43,3427,3409.53,483,37.4,52.13,54.37,212.84,212.34,207.62
CHI,2016,CHI,CHI,Team Level,5on5,82,0.49,0.5,0.5,246265,1952.17,157.41,130.49,454.71,63.32,1091.04,812.03,153.2,158.65,154.38,2016,693,1065,3774,164,127,26,488,75,808,1047,1852,2545,215,476,1797,1097,528,653,2112,471,126,62.63,59.16,35.62,62,75,27,3799.63,2709,2728.17,472,26.86,29.07,30.52,153.75,154.79,152.91,1959.05,161.16,129.89,466.78,64.47,1081.27,811.43,154.91,161.03,154.75,2046,669,996,3711,138,168,29,408,76,845,1080,1908,2577,238,534,1972,2036,529,594,2068,504,143,58.61,61.34,41.21,54,47,37,3683.43,2715,2697.53,422,26.83,35.45,37.3,150.69,150.18,147.64
CHI,2016,CHI,CHI,Team Level,4on5,82,0.06,0.06,0.06,19998,23.12,2.35,1.11,3.02,0.65,6.33,17.56,2.33,2.35,2.33,30,1,9,40,0,1,0,5,0,4,21,30,31,5,10,143,44,34,57,22,5,4,0.65,0.71,0.99,0,0,0,40,31,31,56,0.26,0.28,0.28,2.33,2.33,2.31,318.12,36.92,28.21,67.57,10.75,200.21,105.35,35.02,36.92,35.02,324,125,151,600,42,32,13,59,10,160,146,282,407,11,20,206,21,10,45,333,75,41,8.27,8.87,19.78,8,7,27,600,449,449,4,7.11,10.38,10.38,33.65,33.65,32.7
CHI,2016,CHI,CHI,Team Level,5on4,82,0.88,0.86,0.84,22400,289.01,31.68,26.45,59.18,8.97,177.55,94.17,30.35,31.68,30.35,310,88,157,555,37,28,4,63,5,139,126,273,361,13,26,190,27,18,42,305,60,33,7.92,7.1,16.65,10,8,19,555,398,398,3,6.81,4.58,5.06,33.42,33.42,32.51,55.47,4.48,2.45,7.63,1.58,16.96,42.89,4.48,4.48,4.48,62,14,17,93,7,1,1,8,2,4,54,55,69,6,12,175,66,54,47,61,7,8,1.85,0.8,1.83,2,2,3,93,76,76,43,0.57,0.01,0.01,5.04,5.04,5.04
NYI,2016,NYI,NYI,Team Level,other,82,0.57,0.47,0.48,8906,121.92,26.73,8.52,22.25,4.83,66.54,47.18,25.25,26.73,25.25,122,55,57,234,25,11,3,18,8,50,65,97,152,11,25,116,38,28,27,94,50,33,3.56,5.81,17.36,8,5,12,234,177,177,11,2.57,2.11,2.23,27,27,26.13,138.05,20.17,9.69,26.11,5.29,78.25,54.49,19.67,20.17,19.67,140,54,65,259,23,5,2,27,9,66,64,117,171,7,17,109,35,20,23,132,39,23,4.67,4.86,10.63,10,2,11,259,194,194,10,2.76,2.24,1.45,21.48,21.48,21.06
NYI,2016,NYI,NYI,Team Level,all,82,0.49,0.48,0.48,298717,2410.14,229.05,164.88,561.86,82.89,1339.4,1017.98,221.57,230.35,222.83,2480,917,1179,4576,239,166,45,611,99,1011,1271,2241,3158,275,608,2261,2126,569,808,2567,602,228,73.11,72.81,83.13,96,60,83,4591.24,3397,3417.75,448,36.39,40.08,42,223.37,224.49,220.01,2619.72,235.81,179.54,604.09,87.63,1485.51,1096.43,227.3,235.85,227.34,2616,1073,1363,5052,238,154,41,614,108,1165,1411,2378,3451,278,611,2480,1735,653,764,2819,669,201,83.05,81.35,71.42,88,74,76,5039.39,3689,3675.4,390,39.13,37.21,38.64,236.29,236.21,230.32
NYI,2016,NYI,NYI,Team Level,5on5,82,0.49,0.48,0.48,245978,1931.99,159.04,125.04,468.12,66.21,1066.47,831.13,154.86,160.35,156.12,1997,719,981,3697,178,127,35,524,69,783,1035,1819,2538,240,532,1760,1970,477,681,2112,462,142,60.74,56.42,41.89,82,50,46,3712.24,2716,2736.75,392,25.75,30.27,32.06,152.73,153.85,151.55,2089.28,167.18,138.19,499.36,69.17,1177.26,888.84,162.81,167.22,162.85,2077,863,1101,4041,171,123,31,517,79,915,1136,1906,2769,243,533,1989,1609,545,651,2288,530,122,67.85,63.99,35.35,68,63,40,4028.39,2940,2926.4,355,28.36,27.14,28.46,167.09,166.99,164.52
NYI,2016,NYI,NYI,Team Level,4on5,82,0.12,0.1,0.12,22546,45.3,5.57,2.29,5.96,1.36,12.24,37.59,5.41,5.57,5.41,55,10,11,76,5,3,1,4,3,10,40,50,60,5,10,169,91,49,38,45,10,10,1.13,1.31,3.13,2,0,3,76,65,65,35,0.52,0.82,0.82,5.28,5.28,5.26,340.3,42.73,29.05,71.25,11.69,214.78,115.49,39.25,42.73,39.25,346,139,183,668,38,24,7,61,19,176,167,308,447,9,20,217,19,20,66,349,90,46,9.05,11.02,22.67,7,8,23,668,485,485,5,7.4,7.17,8.08,42.06,42.06,39.07
NYI,2016,NYI,NYI,Team Level,5on4,82,0.87,0.87,0.86,21287,310.94,37.69,29.02,65.53,10.49,194.16,102.09,36.05,37.69,36.05,306,133,130,569,31,25,6,65,19,168,131,275,408,19,41,216,27,15,62,316,80,43,7.68,9.26,20.75,4,5,22,569,439,439,10,7.55,6.88,6.88,38.36,38.36,37.08,52.09,5.73,2.61,7.36,1.48,15.22,37.6,5.57,5.73,5.57,53,17,14,84,6,2,1,9,1,8,44,47,64,19,41,165,72,68,24,50,10,10,1.48,1.48,2.77,3,1,2,84,70,70,20,0.61,0.66,0.66,5.68,5.68,5.66
FLA,2016,FLA,FLA,Team Level,other,82,0.46,0.54,0.53,15116,171.4,25.5,11.41,32.74,6.2,94.83,65.3,23.73,25.5,23.73,169,67,74,310,26,4,2,34,8,79,85,143,210,7,17,154,56,45,37,154,51,31,5.75,6.38,13.38,8,6,12,310,236,236,13,3.22,1.55,2.29,26.43,26.43,24.86,152.96,29.73,10.26,27.76,5.37,81.04,57.89,27.95,29.73,27.95,161,52,53,266,27,14,2,31,8,59,74,134,186,10,23,151,35,38,33,121,57,35,4.39,7.02,18.32,6,6,15,266,213,213,9,2.92,3.53,4.18,28.41,28.41,27.21
FLA,2016,FLA,FLA,Team Level,all,82,0.49,0.52,0.51,300446,2571.78,225.95,169.93,584.01,86.47,1457.95,1093.7,217.56,226.21,217.83,2644,974,1051,4669,205,189,43,673,105,1071,1375,2439,3413,331,737,2384,1665,643,786,2805,624,189,82.58,74.01,69.36,70,71,64,4661.43,3618,3616.1,403,37.51,39.53,42.89,220.57,220.74,214.89,2452.7,236.99,165.7,556.66,82.19,1376.55,1025.98,227.16,238.16,228.28,2596,849,919,4364,231,209,44,618,82,1004,1301,2365,3214,347,772,2590,1477,582,729,2531,686,228,74.47,80.57,81.95,77,76,78,4386.64,3445,3461.78,386,36.39,48.96,49.94,223.37,224.19,219.3
FLA,2016,FLA,FLA,Team Level,5on5,82,0.47,0.51,0.5,236421,1927.41,145.16,122.36,456.78,64.83,1089.89,838.98,141.11,145.42,141.38,1982,736,799,3517,130,145,30,527,80,778,1058,1852,2588,288,648,1781,1525,531,617,2175,438,105,64.65,52.02,28.49,49,53,28,3509.43,2718,2716.1,336,25.05,26.51,28.46,141.75,141.93,139.73,1924.69,161.13,124.82,455.98,64.23,1074.97,818.87,155.57,162.3,156.69,2041,659,747,3447,161,173,34,495,62,775,1034,1880,2539,301,677,1955,1334,461,573,2041,522,137,60.17,60.61,40.36,63,60,38,3469.64,2700,2716.77,331,25.74,38.83,39.16,147.7,148.53,146.49
FLA,2016,FLA,FLA,Team Level,4on5,82,0.12,0.16,0.16,23634,64.02,5.51,2.97,8.37,1.84,19.13,51.18,5.48,5.51,5.48,72,17,17,106,7,2,1,12,1,18,49,65,82,18,36,191,57,57,45,65,21,3,2.07,2.59,0.84,3,2,2,106,89,89,42,0.69,0.35,0.35,5.84,5.84,5.83,323.27,38.98,27.67,65.73,11.11,206.39,110.11,36.59,38.98,36.59,331,129,110,570,35,18,8,83,11,152,161,296,425,23,46,240,28,24,86,329,89,42,8.85,10.45,19.68,7,7,21,570,460,460,13,7.06,5.77,5.77,40.28,40.28,38.65
FLA,2016,FLA,FLA,Team Level,5on4,82,0.87,0.9,0.89,25275,408.95,49.78,33.17,86.12,13.59,254.11,138.24,47.25,49.78,47.25,421,154,161,736,42,38,10,100,16,196,183,379,533,18,36,258,27,10,87,411,114,50,10.11,13.02,26.65,10,10,22,736,575,575,12,8.55,11.11,11.79,46.54,46.54,44.47,51.77,7.14,2.93,7.19,1.48,14.15,39.1,7.04,7.14,7.04,63,9,9,81,8,4,0,9,1,18,32,55,64,13,26,244,80,59,37,40,18,14,1.05,2.5,3.59,1,3,4,81,72,72,33,0.67,0.83,0.83,6.98,6.98,6.95
CBJ,2016,CBJ,CBJ,Team Level,other,82,0.48,0.48,0.48,12173,151,25.58,10.14,28.93,4.88,77.32,59.15,23.96,25.58,23.96,161,45,68,274,30,14,2,23,11,52,76,131,176,8,16,123,42,30,28,120,53,33,4.61,6.45,14.51,8,7,15,274,206,206,15,2.85,3.47,3.47,24.96,24.96,23.69,161.49,27.27,11.52,30.09,5.64,93.27,55.2,26.54,27.27,26.54,158,65,77,300,26,6,0,35,10,73,73,132,197,5,10,148,33,28,33,137,53,33,5.27,6.82,15.17,7,6,13,300,223,223,15,3.21,1.34,1.34,29.14,29.14,28.48
CBJ,2016,CBJ,CBJ,Team Level,all,82,0.51,0.5,0.5,298181,2489.92,234.79,169.8,571.99,79.55,1354.1,1009.78,224.73,236.52,226.42,2541,879,1145,4565,247,186,40,551,158,986,1292,2294,3173,294,666,2402,1654,517,536,2507,694,219,71.69,86,77.1,91,85,71,4616.74,3420,3455.26,273,37.02,43.44,43.96,227.85,229.52,223.49,2513.41,227.18,171.48,580.74,82.53,1393.2,1010.88,219.8,227.33,219.89,2489,977,1179,4645,193,190,29,603,195,1031,1254,2296,3273,286,639,2537,1431,433,602,2564,689,213,72.93,83.03,71.23,66,63,64,4605.61,3466,3445.39,305,37.68,38.08,39.7,225.17,224.86,220.08
CBJ,2016,CBJ,CBJ,Team Level,5on5,82,0.51,0.5,0.5,243391,2022.68,163.97,131.28,483.29,64.57,1103.49,829.41,158.69,165.7,160.37,2057,719,945,3721,170,139,28,485,126,797,1059,1887,2606,264,604,1937,1539,431,444,2103,546,127,59.89,67.67,36.41,74,64,32,3772.74,2776,2811.26,233,27.04,29.37,29.89,161.11,162.78,160.14,1978.13,159.01,128.08,472.35,64.16,1083.67,817.72,154.21,159.16,154.3,1960,765,949,3674,132,146,22,496,158,789,1004,1828,2593,260,593,2000,1346,366,488,2056,534,135,58.09,64.52,36.4,55,47,30,3634.61,2725,2704.39,262,26.4,30.02,30.74,154.68,154.37,151.76
CBJ,2016,CBJ,CBJ,Team Level,4on5,82,0.13,0.11,0.13,22107,50.47,5.66,2.52,6.5,1.56,14.5,38.25,5.6,5.66,5.6,57,12,8,77,8,3,1,9,4,6,39,49,61,10,22,172,48,49,24,42,19,8,1.07,2.39,2.19,3,4,1,77,69,69,22,0.57,0.56,0.56,5.68,5.68,5.65,334.44,36.73,29.98,73.46,11.67,205.25,107.9,34.92,36.73,34.92,331,134,140,605,33,38,7,66,24,159,145,298,432,13,20,238,15,13,54,338,86,41,8.66,9.64,18.43,3,9,21,605,465,465,5,7.64,6.73,7.62,36.75,36.75,35.29
CBJ,2016,CBJ,CBJ,Team Level,5on4,82,0.9,0.88,0.87,20510,265.76,39.59,25.86,53.25,8.54,158.79,82.96,36.49,39.59,36.49,266,103,124,493,39,30,9,34,17,131,118,227,330,12,24,170,25,7,40,242,76,51,6.12,9.5,23.98,6,10,23,493,369,369,3,6.56,10.04,10.04,36.1,36.1,34.01,39.35,4.17,1.89,4.83,1.06,11,30.05,4.13,4.17,4.13,40,13,13,66,2,0,0,6,3,10,32,38,51,8,16,151,37,26,27,33,16,4,0.9,2.04,1.23,1,1,0,66,53,53,23,0.43,0,0,4.6,4.6,4.56
EDM,2016,EDM,EDM,Team Level,other,82,0.51,0.51,0.51,14865,146.3,30.14,10.37,24.41,5.06,76.91,52.11,29.06,30.14,29.06,134,65,71,270,21,8,1,19,4,73,74,113,178,11,33,121,24,23,26,106,57,36,3.76,7.55,18.83,0,7,14,270,199,199,15,3.02,2.34,2.34,30.82,30.82,30.08,137.6,28.41,10.62,24.86,4.94,75.75,46.43,24.38,28.41,24.38,142,49,71,262,24,19,4,28,10,58,52,118,167,13,27,140,40,16,36,96,54,41,3.3,6.35,18.75,4,7,13,262,191,191,18,3.16,7.55,7.67,23.89,23.89,22.81
EDM,2016,EDM,EDM,Team Level,all,82,0.52,0.5,0.51,299465,2528.72,250.84,175.55,572,82.46,1400.94,1022.28,242.06,251.52,242.76,2550,955,1201,4706,243,183,45,587,82,1139,1271,2307,3262,288,692,2302,2073,625,948,2531,727,247,73.93,88.23,88.68,65,94,84,4730.7,3505,3521.27,609,38.92,43.41,44.42,245.34,245.96,240.98,2399.63,235.47,167.05,547.11,78.99,1332.85,967.58,222.93,236.06,223.44,2419,911,1294,4624,207,192,38,586,96,1055,1194,2212,3123,297,709,2592,1766,602,835,2403,706,221,72.88,85.33,77.26,54,87,66,4595.42,3330,3320.42,490,37.12,45.66,46.16,226.43,226.63,220.59
EDM,2016,EDM,EDM,Team Level,5on5,82,0.51,0.5,0.51,241103,1980.86,167.97,130.08,471.56,63.96,1089.85,815.64,162.48,168.65,163.19,2006,734,924,3664,167,140,32,503,61,855,1014,1839,2573,253,602,1809,1946,524,811,2053,538,149,60.36,64.97,42.64,60,70,37,3688.7,2740,2756.27,546,26.91,30.73,31.88,163,163.61,161.28,1901.28,162.01,125.22,449.45,61.82,1050.6,786.96,156.53,162.6,157.04,1923,714,1029,3666,140,136,28,485,74,819,983,1783,2497,256,620,2019,1651,510,665,1967,546,124,60.08,66.67,35.27,42,66,32,3637.42,2637,2627.42,412,25.88,28.63,28.5,159.39,159.59,156.84
