team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PHI,2020,PHI,PHI,Team Level,other,56,0.46,0.53,0.51,5942,96.92,16.41,7.34,18.21,3.24,52.17,34.63,16.05,16.41,16.05,102,30,46,178,20,7,2,15,2,40,48,82,112,5,10,94,32,16,13,76,38,18,2.78,4.84,8.79,5,6,9,178,132,132,9,2.05,1.85,1.85,16.61,16.61,16.37,91.47,19.54,6.54,15.82,3.05,47.09,32.95,19.02,19.54,19.02,88,37,32,157,15,4,0,20,3,37,46,73,110,9,18,67,25,12,21,75,24,26,3.02,2.81,13.7,5,1,9,157,125,125,9,1.88,1.42,1.53,19.89,19.89,19.36
PHI,2020,PHI,PHI,Team Level,all,56,0.49,0.52,0.52,205250,1695.47,150.33,118.43,396.73,56.01,945.19,689.32,145.91,149.66,145.25,1690,666,776,3132,160,139,25,389,76,669,923,1530,2196,189,411,1739,1219,293,443,1774,437,145,48.38,53.75,48.21,40,60,60,3084.33,2356,2330.14,274,26.1,26.08,26.14,150.29,149.7,147.29,1601.34,157.55,110.17,359.43,51.83,879.94,649.08,153.69,159.12,155.24,1636,572,669,2877,197,118,27,394,62,574,864,1439,2011,180,396,1479,1209,340,469,1620,428,160,45.59,52.6,59.37,64,63,70,2929.42,2208,2238.88,278,24.37,25.94,26.3,155.63,157.04,154.83
PHI,2020,PHI,PHI,Team Level,5on5,56,0.51,0.52,0.52,167508,1321.8,105.27,86.94,322.36,43.57,734.64,542.23,102.14,104.59,101.49,1307,528,619,2454,108,111,19,316,63,516,721,1199,1727,177,387,1322,1131,242,366,1414,334,87,39.34,41.28,24.64,31,46,31,2406.33,1835,1809.14,234,17.91,21.62,21.68,101.49,100.91,99.55,1249.58,102.81,82.32,293.3,40.73,688.92,517.91,100.49,104.38,102.03,1282,444,536,2262,134,95,22,316,48,449,685,1148,1592,157,352,1171,1108,281,386,1293,350,83,36.87,42.79,23.15,52,54,28,2314.42,1726,1756.88,251,16.97,19.57,19.93,99.85,101.26,100.31
PHI,2020,PHI,PHI,Team Level,4on5,56,0.12,0.17,0.2,15772,51.25,4.13,2.65,7.41,1.66,17.48,38.66,4.11,4.13,4.11,57,15,8,80,1,0,0,3,3,12,53,56,71,1,2,148,39,23,29,54,14,4,1.43,1.68,1.03,0,0,1,80,72,72,27,0.61,0,0,4.74,4.74,4.71,214.95,30.38,19.04,43.86,6.78,130.27,66.67,29.45,30.38,29.45,218,79,90,387,43,18,4,55,9,81,91,175,254,7,12,135,17,8,43,211,44,42,4.56,5.74,20.09,5,8,30,387,297,297,2,4.99,4.73,4.62,30.74,30.74,30.08
PHI,2020,PHI,PHI,Team Level,5on4,56,0.84,0.86,0.84,16028,225.5,24.52,21.5,48.74,7.55,140.89,73.81,23.6,24.52,23.6,224,93,103,420,31,21,4,55,8,101,101,193,286,6,12,175,17,12,35,230,51,36,4.82,5.96,13.75,4,8,19,420,317,317,4,5.53,2.61,2.61,27.45,27.45,26.67,45.33,4.82,2.27,6.45,1.27,13.64,31.54,4.74,4.82,4.74,48,12,11,71,5,1,1,3,2,7,42,43,55,7,14,106,59,39,19,41,10,9,1.16,1.25,2.42,2,0,3,71,60,60,16,0.54,0.21,0.21,5.14,5.14,5.07
PIT,2020,PIT,PIT,Team Level,other,56,0.59,0.49,0.5,6040,91.55,25.39,6.27,14.4,2.89,44.71,32.34,24.72,25.39,24.72,93,33,24,150,28,7,2,11,3,38,39,65,98,6,12,83,28,20,25,56,39,31,2.26,5.04,18.09,2,9,17,150,126,126,8,1.72,2.46,2.46,24.66,24.66,24.06,90.09,17.49,7.19,16.63,3.27,51.03,30.39,16.69,17.49,16.69,90,36,29,155,18,11,3,24,1,35,37,72,108,1,2,75,50,12,14,77,22,27,2.77,2.6,12.13,4,1,13,155,126,126,2,2.01,3.46,3.74,15.76,15.76,15.2
PIT,2020,PIT,PIT,Team Level,all,56,0.52,0.5,0.5,203985,1610.78,157.7,111.3,364.98,51.58,896.71,655.74,153.43,159.24,154.94,1685,553,670,2908,193,113,26,399,50,711,773,1492,2045,171,365,1568,1333,428,446,1680,403,155,47.68,49.66,60.35,59,66,68,2949.98,2238,2267.34,185,24.39,25.03,25.03,157.06,158.6,156.07,1609.96,146.22,112.96,367.81,51.98,890.1,651.92,141.21,145.84,140.81,1678,543,664,2885,155,123,25,385,52,651,855,1523,2066,168,362,1623,1662,340,384,1659,406,156,45,50.14,51.09,47,51,57,2858.9,2221,2204.2,194,24.79,27.27,27.9,143.12,142.52,140.01
PIT,2020,PIT,PIT,Team Level,5on5,56,0.49,0.5,0.5,169339,1288.77,102.34,85.46,305.36,41.06,721.8,537.98,99.9,103.89,101.41,1343,451,547,2341,126,85,19,341,40,565,638,1217,1668,144,308,1249,1217,363,359,1396,315,83,40.19,38.73,23.42,48,51,27,2382.98,1794,1823.34,159,17.59,18.37,18.37,101.55,103.1,101.99,1284.15,105.42,85.54,304.15,41.04,705.47,526.38,101.88,105.04,101.48,1333,435,547,2315,101,95,21,302,41,524,705,1232,1667,155,331,1254,1526,290,319,1342,327,99,36.87,40.85,27.7,33,40,28,2288.9,1768,1751.2,174,17.63,21.82,22.17,100.88,100.28,98.92
PIT,2020,PIT,PIT,Team Level,4on5,56,0.16,0.14,0.14,14401,33.3,3.42,1.76,4.77,0.97,10.76,23.32,3.41,3.42,3.41,37,8,11,56,4,0,0,7,1,8,25,33,41,6,12,111,68,32,16,33,5,7,0.92,0.64,1.86,2,0,2,56,45,45,14,0.41,0,0,3.83,3.83,3.81,191.41,18.27,17.78,41.18,6.34,120.07,64.36,17.61,18.27,17.61,203,65,80,348,32,17,1,52,7,82,78,171,236,6,14,159,19,9,35,206,39,23,4.44,4.53,9.31,8,10,14,348,268,268,3,4.59,1.99,1.99,20.87,20.87,20.32
PIT,2020,PIT,PIT,Team Level,5on4,56,0.84,0.84,0.82,14205,197.18,26.54,17.81,40.45,6.65,119.44,62.1,25.4,26.54,25.4,212,61,88,361,35,21,5,40,6,100,71,177,238,15,33,125,20,13,46,195,44,34,4.31,5.26,16.98,7,6,22,361,273,273,4,4.67,4.2,4.2,27.02,27.02,26.22,44.31,5.04,2.45,5.86,1.33,13.53,30.78,5.03,5.04,5.03,52,7,8,67,4,0,0,7,3,10,35,48,55,6,15,135,67,29,16,34,18,7,0.93,2.16,1.95,2,0,2,67,59,59,15,0.56,0,0,5.59,5.59,5.58
BUF,2020,BUF,BUF,Team Level,other,56,0.42,0.45,0.44,5535,73,15.94,4.77,12.96,2.43,39.64,24.32,14.34,15.94,14.34,68,33,24,125,12,7,2,11,1,30,40,56,89,1,2,70,15,13,10,59,21,21,2.28,2.38,11.27,3,0,9,125,101,101,3,1.4,3.04,3.04,14.24,14.24,13.68,90.21,21.7,6.19,15.51,3.28,50.87,32.45,20.86,21.7,20.86,90,40,25,155,28,5,2,10,5,47,35,62,102,2,4,69,16,14,18,71,28,31,2.63,3.6,15.48,5,8,15,155,130,130,8,1.72,1.3,1.3,22.12,22.12,21.25
BUF,2020,BUF,BUF,Team Level,all,56,0.46,0.46,0.46,204258,1556.41,141,107.31,356.2,49.74,873.83,633.48,135.61,140.46,135.09,1592,592,588,2772,134,122,20,356,58,618,896,1458,2050,150,320,1514,1025,323,369,1653,403,128,46.59,48.47,45.95,59,34,41,2727.03,2184,2153.54,167,23.4,26.48,26.56,136.34,135.49,133.29,1784.91,165.9,124.29,407.95,58.61,1026.33,733.85,159.55,168.32,161.82,1889,670,640,3199,196,137,39,439,73,771,943,1693,2363,160,336,1540,1009,290,400,1949,450,160,55.42,55.39,55.08,74,63,59,3272.61,2559,2613.69,183,26.96,29.57,30.28,159.77,161.93,158.3
BUF,2020,BUF,BUF,Team Level,5on5,56,0.46,0.47,0.46,171078,1270.92,101.65,84.03,299.41,40.72,712.09,532.28,98.66,101.1,98.15,1300,487,489,2276,88,93,14,303,51,483,769,1212,1699,141,302,1187,953,282,311,1379,327,81,38.53,39.6,23.51,47,25,16,2231.03,1787,1756.54,157,17.27,19.94,20.02,97.72,96.87,95.77,1450.78,118.03,97.11,343.24,47.08,827.01,608.06,113.99,120.46,116.26,1533,544,526,2603,137,111,26,379,63,596,791,1396,1940,150,316,1246,947,247,343,1615,367,95,46.47,45.52,26.05,58,53,26,2676.61,2077,2131.69,156,19.95,22.46,23.18,112.39,114.56,112.71
BUF,2020,BUF,BUF,Team Level,4on5,56,0.08,0.1,0.1,13503,25.13,2.01,1.18,3.45,0.72,8.1,18.6,1.98,2.01,1.98,32,3,7,42,4,1,1,2,1,9,18,28,31,5,10,112,42,21,7,24,9,2,0.5,1.05,0.46,2,1,1,42,35,35,6,0.27,0.21,0.21,2.01,2.01,1.99,213.12,22.4,19.14,45.46,7.43,138.92,71.91,20.95,22.4,20.95,231,78,87,396,28,21,11,50,5,116,89,203,281,3,6,120,11,2,20,235,46,28,5.45,5.07,11.88,10,2,16,396,309,309,1,4.86,5.8,5.8,21.2,21.2,20.29
BUF,2020,BUF,BUF,Team Level,5on4,56,0.85,0.88,0.86,14142,187.36,21.4,17.33,40.38,5.87,113.99,58.28,20.63,21.4,20.63,192,69,68,329,30,21,3,40,5,96,69,162,231,3,6,145,15,7,41,191,46,24,5.27,5.42,10.71,7,8,15,329,261,261,1,4.46,3.29,3.29,22.37,22.37,21.84,30.8,3.76,1.84,3.75,0.82,9.53,21.43,3.75,3.76,3.75,35,8,2,45,3,0,0,0,0,12,28,32,40,5,10,105,35,27,19,28,9,6,0.88,1.21,1.67,1,0,2,45,43,43,18,0.43,0,0,4.06,4.06,4.05
COL,2020,COL,COL,Team Level,other,56,0.59,0.5,0.52,6571,79.4,20.16,5.48,13.48,2.47,42.04,26.37,19.29,20.16,19.29,84,26,40,150,20,6,1,17,3,33,31,64,90,7,14,66,22,17,11,52,28,30,1.89,3.13,15.14,4,4,12,150,110,110,6,1.67,1.8,0.97,20.87,20.87,19.97,70.87,14.13,5.14,12.74,2.39,42.62,25.04,13.37,14.13,13.37,76,27,49,152,17,2,0,16,0,39,29,59,86,6,12,77,21,15,11,62,22,19,2.42,2.69,9.02,3,4,10,152,103,103,9,1.5,0.81,0.81,14.76,14.76,14.2
COL,2020,COL,COL,Team Level,all,56,0.6,0.58,0.58,202719,1887.59,179.85,134.71,436.49,62.19,1079.54,764.23,171.79,182.25,174.13,1937,720,956,3613,197,161,35,446,52,819,982,1740,2460,201,435,1667,926,356,349,2017,465,175,59.91,55.32,64.63,72,62,63,3691.46,2657,2706.84,168,29.81,37.99,38.24,171.43,173.82,169.64,1397.12,120.2,98.26,326.48,45.4,800.2,566.52,114.84,119.25,113.93,1423,535,677,2635,132,111,15,352,38,559,766,1291,1826,229,503,1567,1151,357,345,1495,347,116,39.46,41.47,39.26,54,45,33,2594.48,1958,1933.14,205,21.82,21.47,21.48,120.46,119.52,116.86
COL,2020,COL,COL,Team Level,5on5,56,0.6,0.59,0.58,160017,1459.04,119.37,98.2,354.33,48.24,833.65,607.21,115.23,121.77,117.58,1480,581,773,2834,131,120,23,353,37,614,806,1349,1930,173,381,1270,853,278,282,1610,347,104,48.07,41.23,30.08,57,46,28,2912.46,2061,2110.84,142,20.19,25.81,26.35,113.21,115.6,114.03,1049.78,79.01,69.36,255.56,33.76,590.88,437.44,76.71,78.06,75.78,1058,408,504,1970,89,83,14,272,28,406,588,969,1377,203,451,1155,1063,299,278,1138,263,65,29.83,31.42,17.76,42,34,13,1929.48,1466,1441.14,167,14.24,15.73,16.04,77.21,76.27,75.38
COL,2020,COL,COL,Team Level,4on5,56,0.12,0.13,0.15,16979,43.62,3.26,1.95,6.38,1.3,14.4,32.71,3.25,3.26,3.25,50,10,9,69,1,1,0,7,1,12,38,49,59,6,12,150,37,44,16,48,9,3,1.23,1.18,0.85,0,1,0,69,60,60,16,0.46,0.28,0.28,3.44,3.44,3.43,239.47,23.82,21.58,52.19,8.03,153.57,77.82,21.74,23.82,21.74,245,92,118,455,24,24,0,59,9,103,118,221,313,13,26,162,19,1,33,257,52,28,6.26,6.16,11.4,9,6,9,455,337,337,7,5.57,4.37,4.07,25.32,25.32,24.22
COL,2020,COL,COL,Team Level,5on4,56,0.92,0.91,0.89,19152,305.52,37.06,29.08,62.3,10.17,189.45,97.94,34.03,37.06,34.03,323,103,134,560,45,34,11,69,11,160,107,278,381,15,28,181,14,17,40,307,81,38,8.72,9.78,18.56,11,11,23,560,426,426,4,7.49,10.1,10.63,33.91,33.91,32.22,37.01,3.24,2.19,5.99,1.23,13.14,26.22,3.03,3.24,3.03,44,8,6,58,2,2,1,5,1,11,31,42,50,7,14,173,48,42,23,38,10,4,0.96,1.21,1.07,0,1,1,58,52,52,22,0.51,0.57,0.57,3.17,3.17,3.06
N.J,2020,N.J,N.J,Team Level,other,56,0.46,0.55,0.54,6727,90.83,15.07,6.92,17.23,3.29,53.84,30.66,14.66,15.07,14.66,95,32,46,173,20,7,3,23,3,33,41,75,107,2,4,83,18,11,17,83,29,15,3.26,4,7.81,9,4,7,173,127,127,6,1.93,1.95,1.95,15.05,15.05,14.64,75.58,17.87,5.33,12.66,2.43,42.5,26.26,17.22,17.87,17.22,88,20,34,142,21,3,0,13,5,38,28,67,87,4,8,85,16,17,14,58,32,18,2.46,3.78,11.63,6,4,11,142,108,108,7,1.47,0.92,0.92,18.36,18.36,17.79
N.J,2020,N.J,N.J,Team Level,all,56,0.47,0.5,0.49,204176,1598.24,144.56,107.9,367.4,51.78,900.58,648.72,140.31,144.41,140.15,1613,650,726,2989,145,105,25,400,62,664,887,1468,2118,149,338,1481,948,413,557,1713,431,119,51.24,52.14,41.18,51,54,40,2964.87,2263,2253.46,274,23.47,24,25.02,140.2,140.04,137.74,1677.72,164.7,115.13,383.74,54.83,936.57,671.59,159.81,166.2,161.29,1739,610,615,2964,189,129,27,444,77,644,866,1550,2160,170,372,1699,1061,403,451,1734,463,152,51.65,55.9,57.16,66,61,62,2995.3,2349,2364.1,226,25.18,28.79,28.79,159.59,161.1,158.2
N.J,2020,N.J,N.J,Team Level,5on5,56,0.49,0.51,0.49,168223,1307.54,108.23,84.25,308.76,41.52,728.77,542.01,105.02,108.08,104.85,1313,537,591,2441,102,84,19,332,50,543,739,1211,1748,139,316,1173,875,368,473,1420,348,82,42.82,41.58,23.83,38,44,20,2416.87,1850,1840.46,249,17.28,19.44,20.57,102.53,102.37,100.99,1348.7,112.8,87.48,321.53,43.68,750.85,553.84,109.75,114.28,111.23,1385,502,506,2393,123,97,17,382,57,503,725,1262,1764,157,346,1318,995,343,380,1437,354,96,42.23,42.94,27.63,50,48,25,2424.3,1887,1902.1,201,18.01,21.15,21.15,108.49,110,108.55
N.J,2020,N.J,N.J,Team Level,4on5,56,0.08,0.1,0.11,14054,26.79,2.65,1.32,3.92,0.85,8.69,19.7,2.64,2.65,2.64,28,11,4,43,3,0,0,1,3,3,29,25,36,0,0,98,37,25,17,30,6,3,0.95,0.82,0.89,1,1,1,43,39,39,16,0.31,0,0,2.83,2.83,2.82,220.42,30.65,20.55,45.06,7.71,132.59,67.71,29.46,30.65,29.46,228,80,73,381,41,29,10,43,13,97,85,187,267,3,6,151,16,10,46,211,61,36,6.07,7.13,17.44,8,8,25,381,308,308,7,5.28,6.72,6.72,29.01,29.01,28.14
N.J,2020,N.J,N.J,Team Level,5on4,56,0.85,0.87,0.84,15172,173.08,18.61,15.41,37.49,6.12,109.28,56.36,17.99,18.61,17.99,177,70,85,332,20,14,3,44,6,85,78,157,227,8,18,127,18,9,50,180,48,19,4.22,5.74,8.66,3,5,12,332,247,247,3,3.95,2.61,2.51,19.79,19.79,19.28,33.02,3.39,1.77,4.5,1.01,10.62,23.78,3.39,3.39,3.39,38,8,2,48,4,0,0,6,2,6,28,34,42,6,12,145,34,33,11,28,16,2,0.89,2.04,0.45,2,1,1,48,46,46,11,0.41,0,0,3.74,3.74,3.73
FLA,2020,FLA,FLA,Team Level,other,56,0.59,0.52,0.53,7623,111.3,26.78,7.45,19.28,3.58,54.65,40.34,25.76,26.78,25.76,118,35,43,196,29,11,3,18,5,34,56,89,124,4,8,105,32,22,29,74,46,33,2.95,5.63,18.2,4,7,18,196,153,153,13,2.19,3.45,3.45,25.45,25.45,24.66,98.66,18.89,7.33,18.19,3.35,55.28,33.96,17.92,18.89,17.92,107,30,44,181,21,9,3,17,4,43,43,86,116,5,10,80,28,19,20,85,32,20,3.55,4.1,11.24,6,4,11,181,137,137,8,2.06,2.68,2.99,17.97,17.97,17.7
FLA,2020,FLA,FLA,Team Level,all,56,0.55,0.53,0.53,204571,1836.98,176.92,125.98,409.35,60.24,1021.89,756.68,170.11,178.12,171.29,1946,606,697,3249,188,145,37,430,77,766,947,1758,2364,211,478,1670,1359,397,487,1922,461,169,55.23,55.59,66.1,59,55,74,3286.93,2552,2575.92,253,27.86,35.74,36.76,167.95,169.18,165.65,1593.54,145.04,108.81,365.87,53.27,888.27,658.74,139.99,144.42,139.39,1678,542,616,2836,151,139,26,384,67,683,796,1527,2069,233,518,1658,1368,320,466,1681,407,132,47.64,49.93,47.47,46,56,49,2807.66,2220,2202.99,249,24.11,29.14,29.14,140.02,139.3,137.17
FLA,2020,FLA,FLA,Team Level,5on5,56,0.54,0.53,0.54,162795,1402.92,110.77,92.1,327.4,46.25,781.71,594.77,106.63,111.96,107.81,1487,466,545,2498,120,102,23,351,57,580,744,1367,1833,189,434,1248,1254,328,381,1525,343,85,44.96,41.33,24.47,52,43,25,2535.93,1953,1976.92,210,18.91,21.44,21.86,107.82,109.04,107.35,1207.99,95.3,78.4,291.95,40.58,670.81,506.96,92.17,94.67,91.58,1271,413,494,2178,94,107,17,319,49,506,609,1177,1590,216,484,1293,1261,255,366,1310,297,77,36.68,36.87,21.74,32,40,22,2149.66,1684,1666.99,211,16.2,20.22,20.53,90.96,90.25,89.19
FLA,2020,FLA,FLA,Team Level,4on5,56,0.15,0.14,0.15,15767,43.14,4.71,2.07,5.5,1.17,12.79,29.77,4.57,4.71,4.57,47,9,10,66,4,3,2,3,1,14,31,43,52,3,6,119,44,30,23,35,15,6,0.76,1.88,2.06,1,1,2,66,56,56,23,0.49,1.24,1.24,3.96,3.96,3.93,233.86,26.19,20.4,48.7,7.78,145.43,78.5,25.25,26.19,25.25,238,89,71,398,33,20,6,42,14,124,94,205,294,9,18,151,24,14,52,234,64,29,5.93,7.28,12.99,7,11,15,398,327,327,5,5.23,5.57,5.57,25.85,25.85,25.05
FLA,2020,FLA,FLA,Team Level,5on4,56,0.88,0.86,0.84,18386,279.62,34.68,24.36,57.18,9.24,172.75,91.81,33.15,34.68,33.15,294,96,99,489,35,29,9,58,14,138,116,259,355,15,30,198,29,17,54,288,57,45,6.56,6.74,21.38,2,4,29,489,390,390,7,6.27,9.61,10.21,30.73,30.73,29.71,53.04,4.67,2.68,7.01,1.56,16.76,39.32,4.64,4.67,4.64,62,10,7,79,3,3,0,6,0,10,50,59,69,3,6,134,55,32,28,52,14,6,1.48,1.68,1.5,1,1,1,79,72,72,25,0.62,0.66,0.05,5.24,5.24,5.22
VAN,2020,VAN,VAN,Team Level,other,56,0.43,0.5,0.47,9048,84.18,18.04,5.73,15.51,2.64,47.63,28.44,16.87,18.04,16.87,76,42,41,159,17,4,0,13,9,40,35,59,101,1,2,86,15,13,9,70,25,23,2.56,3.07,12.4,3,4,10,159,118,118,6,1.65,1.64,1.64,18.05,18.05,17.26,94.61,23.73,6.64,15.33,3.17,52.65,30.48,23.02,23.73,23.02,84,48,26,158,20,7,2,12,4,53,36,64,112,4,8,59,12,5,13,61,40,31,2.3,4.59,16.84,2,3,15,158,132,132,10,1.95,1.53,1.53,24.14,24.14,23.57
VAN,2020,VAN,VAN,Team Level,all,56,0.45,0.47,0.47,203354,1576.87,148.37,107.91,362.07,53.45,907.72,658.47,142.53,148.17,142.32,1629,609,727,2965,148,100,20,391,66,643,890,1481,2090,202,471,1655,1063,381,530,1662,437,139,47.44,52.02,48.91,47,55,46,2947.82,2238,2229.98,361,23.69,23.93,23.93,148.13,148.07,144.71,1831.18,183.59,131.88,403.16,60.9,1042.49,742.98,177.43,185.24,179.02,1870,695,805,3370,187,128,28,458,79,800,913,1683,2378,185,424,1507,1173,321,493,1829,565,171,54.86,68.15,60.58,54,69,64,3414.44,2565,2588.66,339,29.03,28.16,28.55,184.07,185.38,181.18
VAN,2020,VAN,VAN,Team Level,5on5,56,0.45,0.46,0.47,162088,1238.69,103.1,81.65,297.6,42.28,707.24,525.13,99.92,102.9,99.72,1295,462,560,2317,103,83,16,336,48,485,702,1192,1654,176,419,1264,1013,317,450,1334,337,86,38.21,40.14,24.75,37,43,23,2299.82,1757,1748.98,322,16.81,18.87,18.87,101.05,100.99,99.59,1439.84,127.15,99.06,330.62,47.52,811.14,600.51,123.27,128.8,124.86,1477,539,680,2696,131,96,20,365,59,615,750,1346,1885,170,394,1186,1096,265,432,1472,442,102,45.62,53.69,27.84,45,58,28,2740.44,2016,2039.66,307,20.5,20.81,21.46,126.17,127.49,125.36
VAN,2020,VAN,VAN,Team Level,4on5,56,0.09,0.13,0.14,17295,42.26,2.76,1.84,5.62,1.25,13.64,32.88,2.69,2.76,2.69,48,10,8,66,4,0,0,3,2,7,42,44,54,8,16,155,27,36,31,49,6,3,1.14,0.76,0.86,2,1,1,66,58,58,27,0.43,0,0,3.19,3.19,3.11,257.29,27.73,23.83,52.11,9.02,165.82,84.49,26.19,27.73,26.19,264,99,95,458,32,24,5,75,16,125,91,232,331,7,14,161,16,12,26,267,64,32,6.06,7.46,14.21,7,6,19,458,363,363,2,6.05,5.48,5.21,28.58,28.58,27.07
VAN,2020,VAN,VAN,Team Level,5on4,56,0.83,0.88,0.85,14923,211.73,24.46,18.69,43.33,7.28,139.2,72.03,23.04,24.46,23.04,210,95,118,423,24,13,4,39,7,111,111,186,281,17,34,150,8,15,40,209,69,27,5.52,8.05,10.9,5,7,12,423,305,305,6,4.81,3.43,3.43,25.84,25.84,24.75,39.44,4.98,2.35,5.1,1.19,12.89,27.49,4.96,4.98,4.96,45,9,4,58,4,1,1,6,0,7,36,41,50,4,8,101,49,39,22,29,19,6,0.88,2.41,1.7,0,2,2,58,54,54,20,0.53,0.34,0.34,5.17,5.17,5.17
CAR,2020,CAR,CAR,Team Level,other,56,0.6,0.48,0.5,7840,95.7,25.74,5.89,16.3,3.06,45.22,36.79,24.64,25.74,24.64,95,38,28,161,25,10,1,18,5,29,46,70,108,2,4,90,18,21,28,59,42,32,2.42,5.21,18.1,2,4,19,161,133,133,14,1.64,2.59,2.59,24.79,24.79,24.5,95.3,17.11,7.23,17.72,3.26,56.35,31.4,16.55,17.11,16.55,103,31,42,176,25,5,1,21,3,43,37,78,109,3,6,90,27,15,25,74,40,20,2.85,4.97,9.28,4,9,12,176,134,134,10,2.11,0.71,0.71,18.44,18.44,17.91
CAR,2020,CAR,CAR,Team Level,all,56,0.56,0.54,0.54,205067,1803.9,180.75,120.25,414.1,59.64,989.59,738.66,173.22,182.1,174.6,1794,709,812,3315,175,152,18,390,64,840,882,1619,2328,193,402,1845,1297,315,556,1822,500,181,52.43,61.14,67.19,47,69,59,3368.31,2503,2535.48,275,26.25,33.81,33.81,173.2,174.87,171.44,1577.53,143.15,105.21,356.93,51.31,872.23,644.24,138.24,143,138.05,1581,593,658,2832,134,125,25,375,54,664,822,1447,2040,179,378,1580,1450,281,603,1613,436,125,48.11,53.69,41.35,34,61,39,2799.45,2174,2157.99,333,23.19,25.64,25.64,140.64,140.24,137.58
CAR,2020,CAR,CAR,Team Level,5on5,56,0.54,0.54,0.54,165841,1433.56,118.8,92.95,346.21,47.77,791.62,591.62,114.54,120.15,115.92,1423,566,646,2635,105,123,12,338,47,680,696,1318,1884,171,357,1439,1215,244,443,1515,368,106,43.67,45.28,29.86,38,47,20,2688.31,1989,2021.48,229,19.2,24.24,24.54,113.46,115.13,113.34,1257.58,101.17,79.67,295.24,40.87,688.58,523.47,98.05,101.02,97.87,1252,477,522,2251,82,100,18,304,42,519,682,1170,1647,154,323,1220,1348,220,502,1328,323,78,39.74,40.01,21.43,27,42,13,2218.45,1729,1712.99,299,16.42,19.61,19.61,97.98,97.59,96.3
CAR,2020,CAR,CAR,Team Level,4on5,56,0.25,0.2,0.24,16872,60.18,6.53,3.12,8.01,1.83,18.97,41.55,6.39,6.53,6.39,63,17,6,86,5,4,0,2,1,13,55,58,75,5,10,150,38,41,28,51,18,11,1.33,2.23,2.97,2,1,2,86,80,80,26,0.72,1.08,0.77,6.47,6.47,6.44,182.96,19.09,16.27,38.91,5.99,115.4,61.34,18.03,19.09,18.03,187,70,84,341,22,18,5,44,8,90,75,165,235,14,28,159,25,17,60,181,58,18,4.62,6.8,7.67,3,9,10,341,257,257,9,4.2,4.34,4.34,18.95,18.95,18.16
